N,P,K,ph,temperature,humidity,rainfall,soil,label
41.11,20.99,57.41,7.06,22.26,77.63,138.89,clay loam,okra
62.86,23.32,57.38,7.18,22.67,74.8,100.75,clay loam,okra
61.97,34.24,82.59,7.62,21.63,72.05,166.98,new alluvial,okra
75.09,29.49,67.72,7.02,25.71,66.53,122.88,new alluvial,okra
78.11,31.2,79.61,6.74,22.19,70.44,126.63,clay loam,okra
63.76,27.88,76.11,7.02,25.06,77.64,160.72,clay loam,okra
73.84,26.97,51.06,7.69,24.31,89.04,172.11,clay loam,okra
56.21,29.43,51.9,7.1,24.48,68.65,107.85,clay loam,okra
59.96,21.0,65.64,7.19,22.63,76.19,111.15,clay loam,okra
70.61,32.03,72.07,6.68,27.48,82.91,124.33,silty clay,okra
51.9,28.98,59.65,7.11,25.55,76.11,110.75,new alluvial,okra
65.66,35.22,69.23,6.89,23.6,84.35,100.72,new alluvial,okra
58.36,39.08,73.3,6.8,23.69,81.85,145.81,clay loam,okra
60.94,31.25,42.12,6.89,23.79,75.1,157.51,new alluvial,okra
67.45,15.98,60.2,7.12,23.54,79.96,149.26,silty clay,okra
74.3,28.13,73.92,7.41,23.16,86.91,154.09,new alluvial,okra
62.85,24.27,51.57,7.28,24.42,76.23,145.68,clay loam,okra
54.37,24.79,51.6,6.85,25.06,81.24,149.52,new alluvial,okra
80.82,30.79,63.37,6.89,24.94,73.88,130.65,silty clay,okra
72.23,30.04,54.78,7.14,22.77,77.99,142.42,silty clay,okra
61.14,28.87,56.04,7.12,25.44,77.44,125.01,new alluvial,okra
68.9,20.06,56.24,7.0,27.57,79.02,142.85,new alluvial,okra
80.35,25.74,67.03,7.08,26.32,88.16,149.79,new alluvial,okra
61.14,26.59,51.36,6.83,26.21,71.03,111.26,silty clay,okra
69.79,26.13,59.09,6.72,24.26,80.31,155.24,new alluvial,okra
66.49,28.47,63.02,7.3,26.0,81.09,128.66,clay loam,okra
53.29,36.6,60.64,6.62,21.52,86.6,121.49,new alluvial,okra
74.82,35.04,45.89,6.98,25.59,76.94,117.59,clay loam,okra
77.03,36.53,69.97,6.9,25.97,74.36,133.98,silty clay,okra
64.29,28.55,63.7,7.24,24.88,72.52,149.94,clay loam,okra
64.0,25.55,74.79,7.01,24.57,79.3,145.59,new alluvial,okra
57.83,29.69,67.76,7.15,24.65,77.28,128.21,clay loam,okra
67.52,29.23,60.09,7.4,25.72,74.33,133.86,new alluvial,okra
63.09,27.88,74.68,7.09,22.74,81.89,111.09,clay loam,okra
69.48,25.17,72.79,7.23,24.73,73.23,149.28,clay loam,okra
54.99,27.84,68.61,7.68,25.97,83.5,144.27,new alluvial,okra
82.98,26.56,49.18,7.69,22.12,75.35,151.53,silty clay,okra
61.26,28.32,74.67,7.38,23.4,84.28,163.17,new alluvial,okra
74.4,25.41,67.96,6.93,22.89,80.67,131.32,clay loam,okra
66.1,28.03,66.23,7.42,24.56,80.25,133.65,silty clay,okra
63.74,24.59,53.8,7.07,22.96,66.05,119.83,clay loam,okra
79.84,33.24,65.39,7.03,22.95,82.36,149.36,silty clay,okra
68.6,33.81,50.47,7.22,26.92,79.1,163.58,new alluvial,okra
66.29,23.51,65.67,7.15,21.71,77.37,122.35,silty clay,okra
65.06,25.58,52.25,7.06,28.49,72.29,110.0,clay loam,okra
79.34,27.51,22.69,7.09,24.3,61.33,176.5,silty clay,okra
66.46,26.8,56.61,6.84,23.01,71.15,134.29,silty clay,okra
55.87,21.49,69.86,6.98,26.73,74.69,139.87,new alluvial,okra
59.41,20.92,65.71,7.21,21.51,71.63,125.38,clay loam,okra
45.03,21.49,59.03,7.03,23.68,75.99,106.29,new alluvial,okra
64.03,25.36,64.37,6.8,26.12,77.91,149.33,new alluvial,okra
57.04,26.82,59.74,7.15,25.81,74.94,145.04,clay loam,okra
54.24,23.44,52.42,6.97,22.55,72.46,130.17,silty clay,okra
70.38,27.14,64.2,7.49,24.84,80.1,125.14,new alluvial,okra
77.51,20.31,64.0,6.68,24.37,76.67,118.1,new alluvial,okra
50.26,24.98,68.84,7.03,25.17,82.3,147.0,clay loam,okra
61.68,37.39,52.88,7.09,23.92,68.5,137.04,new alluvial,okra
63.81,28.22,53.09,7.5,23.15,72.37,115.87,silty clay,okra
55.47,24.01,53.15,7.31,23.22,73.36,168.16,clay loam,okra
60.49,25.28,64.8,6.94,25.67,67.09,130.98,clay loam,okra
65.36,30.92,58.26,7.19,23.85,78.39,147.71,new alluvial,okra
69.83,24.66,58.68,7.27,23.68,69.82,166.35,silty clay,okra
80.08,25.11,60.94,7.13,27.63,74.02,124.41,silty clay,okra
57.39,39.8,46.26,7.36,28.39,73.49,125.86,silty clay,okra
44.82,25.02,71.47,6.61,22.28,78.68,133.48,clay loam,okra
70.38,24.25,53.99,7.27,24.37,72.59,141.41,silty clay,okra
74.98,21.84,59.76,6.86,26.42,77.51,129.59,clay loam,okra
53.23,28.72,72.42,7.24,22.28,79.02,137.85,new alluvial,okra
67.81,27.35,62.79,7.49,21.9,71.32,122.01,new alluvial,okra
55.04,21.59,80.36,7.0,24.29,80.56,134.15,new alluvial,okra
76.97,25.31,61.54,6.76,24.23,82.83,166.11,silty clay,okra
61.64,26.07,59.58,7.33,22.67,65.02,124.31,new alluvial,okra
62.7,26.47,53.78,7.49,22.82,69.95,147.14,new alluvial,okra
73.51,25.79,64.29,7.52,23.74,79.82,172.11,silty clay,okra
58.07,23.21,63.84,7.31,24.84,80.7,121.46,clay loam,okra
78.42,26.1,60.61,7.36,22.75,72.33,136.83,new alluvial,okra
51.94,28.26,75.28,7.13,22.98,70.15,134.89,clay loam,okra
67.15,31.65,74.69,7.46,23.61,77.11,137.01,silty clay,okra
68.55,30.71,49.99,7.79,25.27,83.25,154.64,silty clay,okra
67.5,17.4,67.16,7.37,21.22,78.53,119.17,new alluvial,okra
36.57,34.02,51.07,7.41,22.72,65.94,136.69,alluvial,okra
68.26,23.8,77.26,7.22,24.33,78.03,137.52,new alluvial,okra
71.59,28.16,54.32,7.55,23.66,81.64,148.25,clay loam,okra
63.4,25.21,57.7,7.24,25.2,76.07,142.69,silty clay,okra
55.08,42.78,27.71,7.33,20.19,81.5,117.72,new alluvial,okra
61.57,26.25,78.7,7.68,23.69,83.08,125.9,silty clay,okra
58.8,23.39,75.27,7.86,23.3,79.27,138.41,new alluvial,okra
78.6,34.43,63.89,6.69,24.85,85.68,163.2,clay loam,okra
62.25,31.7,64.29,6.58,23.27,77.7,119.31,clay loam,okra
49.8,32.68,58.82,6.66,23.74,78.71,96.57,new alluvial,okra
79.86,31.42,49.74,6.98,25.44,85.99,137.81,silty clay,okra
64.05,30.19,61.24,7.15,24.02,75.74,153.65,silty clay,okra
64.38,31.85,64.67,6.72,23.77,77.52,138.75,new alluvial,okra
33.66,29.95,61.75,7.05,24.19,78.14,144.81,clay loam,okra
71.97,29.55,58.29,6.84,22.71,80.58,160.38,clay loam,okra
49.2,20.74,70.09,7.48,24.01,80.76,122.17,silty clay,okra
60.73,25.0,69.14,6.86,22.51,76.33,109.51,clay loam,okra
57.96,25.83,58.98,7.55,25.98,68.88,129.94,new alluvial,okra
54.8,31.38,63.48,7.03,23.37,77.04,119.07,clay loam,okra
65.11,29.38,46.42,7.38,25.25,85.21,122.98,new alluvial,okra
72.25,31.05,71.3,7.13,23.18,70.13,157.16,new alluvial,okra
72.18,25.59,62.97,6.93,24.28,90.05,182.76,silty clay,okra
75.79,37.91,45.4,7.43,22.98,76.4,124.19,silty clay,okra
65.67,16.17,70.65,6.9,24.61,80.7,121.33,silty clay,okra
75.55,24.62,71.04,6.97,24.93,86.72,149.01,clay loam,okra
63.29,21.88,57.3,6.99,25.97,73.76,145.94,clay loam,okra
62.17,21.4,83.43,6.77,25.36,74.06,138.52,new alluvial,okra
61.2,23.67,67.01,7.0,25.74,68.28,121.84,clay loam,okra
62.97,24.17,67.9,6.85,23.68,74.11,144.62,new alluvial,okra
63.89,30.51,56.87,6.97,25.36,77.5,102.04,silty clay,okra
68.22,29.48,41.14,6.95,23.31,81.21,149.2,clay loam,okra
73.33,26.15,62.75,7.45,24.16,83.11,140.5,new alluvial,okra
75.12,27.42,58.73,6.88,22.58,71.92,155.44,new alluvial,okra
66.18,22.53,70.54,7.44,23.51,67.48,173.04,clay loam,okra
74.92,38.57,54.87,6.82,23.71,82.21,150.77,silty clay,okra
48.07,33.97,54.1,7.13,22.01,77.71,108.37,silty clay,okra
49.89,29.92,67.13,7.88,25.24,71.72,139.82,new alluvial,okra
66.8,20.39,65.03,7.54,25.41,84.86,111.92,new alluvial,okra
71.15,24.59,58.87,7.51,23.03,75.89,101.09,sandy loam,okra
66.14,32.12,71.53,6.33,23.41,81.26,110.81,new alluvial,okra
71.02,30.93,60.56,7.55,25.37,81.33,162.07,silty clay,okra
60.86,33.38,80.68,7.19,25.74,68.87,134.57,silty clay,okra
63.72,27.61,59.57,7.01,22.64,82.39,118.33,silty clay,okra
70.11,32.78,48.04,7.21,25.49,80.64,137.37,new alluvial,okra
40.25,33.3,76.18,7.2,28.81,76.87,123.54,peat,okra
59.76,21.36,73.13,6.62,24.71,73.69,141.2,new alluvial,okra
86.18,23.68,37.77,7.72,25.01,87.26,117.01,new alluvial,okra
52.32,36.89,57.53,6.61,23.96,74.26,123.66,silty clay,okra
65.04,23.91,78.29,6.59,24.61,70.93,162.38,new alluvial,okra
74.22,24.72,56.58,6.5,22.7,74.29,99.7,clay loam,okra
87.82,33.8,57.05,7.19,24.83,74.17,130.79,new alluvial,okra
62.62,33.67,64.83,7.2,24.91,76.38,140.58,clay loam,okra
68.98,22.99,71.49,6.99,21.51,78.3,112.62,silty clay,okra
72.21,21.9,80.71,7.78,27.02,83.1,143.78,new alluvial,okra
54.23,29.95,78.93,7.07,23.99,75.78,136.19,silty clay,okra
56.98,25.17,88.06,6.97,23.07,77.06,131.19,silty clay,okra
85.34,44.02,91.16,7.33,20.82,78.59,128.18,silty clay,okra
54.85,26.59,63.96,7.04,24.22,70.52,148.1,silty clay,okra
47.97,32.17,63.48,7.01,26.92,73.04,140.81,new alluvial,okra
53.49,24.79,54.85,7.1,24.27,72.92,146.12,silty clay,okra
63.97,27.53,67.25,7.61,24.5,71.12,132.06,new alluvial,okra
79.92,22.34,77.8,7.45,25.75,77.08,154.68,silty clay,okra
66.98,31.53,82.01,6.95,25.31,81.73,126.27,clay loam,okra
58.33,25.56,52.34,7.03,24.26,78.85,155.64,clay loam,okra
76.9,25.22,58.7,7.27,24.13,74.72,149.03,clay loam,okra
40.12,31.02,58.36,6.92,23.32,73.18,134.42,clay loam,okra
59.62,29.98,77.29,7.32,25.44,80.46,105.15,silty clay,okra
74.29,30.18,53.01,7.31,20.99,81.53,144.27,new alluvial,okra
51.07,26.73,74.18,7.11,28.2,87.03,116.42,clay loam,okra
63.33,21.24,81.09,7.65,23.22,72.31,127.52,silty clay,okra
69.01,26.65,62.2,7.08,26.57,74.96,143.52,clay loam,okra
68.56,28.27,77.2,7.29,22.32,77.89,139.24,new alluvial,okra
66.37,26.17,55.89,6.77,24.92,73.74,96.61,silty clay,okra
54.57,29.62,67.83,7.13,25.57,85.33,136.7,clay loam,okra
69.65,18.04,62.59,6.86,25.63,81.82,149.09,new alluvial,okra
41.27,29.15,84.27,6.73,27.48,46.22,143.39,silty clay,okra
47.44,35.73,59.55,7.48,23.92,81.96,143.75,silty clay,okra
71.97,32.72,66.88,7.66,26.5,80.11,119.03,new alluvial,okra
67.33,23.78,40.14,6.59,23.21,79.74,155.84,new alluvial,okra
89.13,30.29,50.26,7.36,22.36,73.93,150.56,new alluvial,okra
61.81,30.89,58.53,7.37,25.13,76.16,109.94,new alluvial,okra
76.09,27.6,71.89,7.64,23.35,75.47,142.84,new alluvial,okra
65.93,29.64,45.34,6.85,21.42,78.29,137.74,new alluvial,okra
60.49,23.93,46.0,6.66,21.15,81.06,151.29,new alluvial,okra
109.8,25.24,87.0,6.55,21.1,78.41,76.42,silty clay,okra
65.84,14.7,66.91,7.55,24.63,72.42,116.87,silty clay,okra
94.4,28.77,70.57,7.26,22.91,73.82,136.43,new alluvial,okra
69.33,37.52,51.72,7.1,22.46,75.39,113.22,new alluvial,okra
68.14,28.46,45.91,7.17,21.75,81.88,148.43,new alluvial,okra
69.25,25.12,54.44,7.6,26.12,80.31,107.18,new alluvial,okra
85.02,27.23,48.62,7.62,23.48,80.51,124.97,silty clay,okra
69.82,27.62,59.82,7.02,23.87,76.88,158.79,clay loam,okra
75.11,34.81,46.4,6.9,27.55,81.21,142.42,new alluvial,okra
64.05,29.37,69.56,6.88,24.18,72.98,152.8,silty clay,okra
61.35,36.82,74.07,7.03,24.28,86.71,117.49,new alluvial,okra
75.58,27.44,55.78,7.08,24.04,73.19,175.48,clay loam,okra
70.88,28.21,66.64,6.98,25.15,80.63,142.2,clay loam,okra
67.4,22.16,58.16,6.52,24.17,84.56,99.89,clay loam,okra
71.11,22.23,66.57,7.32,26.56,80.83,157.83,new alluvial,okra
63.17,31.27,66.35,7.63,24.47,76.77,153.68,clay loam,okra
64.27,17.16,64.75,6.91,23.18,76.76,145.3,new alluvial,okra
76.41,35.23,59.63,6.78,21.72,68.89,125.08,new alluvial,okra
74.15,41.81,66.26,6.97,23.59,83.19,110.77,silty clay,okra
67.28,31.91,63.16,7.47,23.05,72.2,141.97,clay loam,okra
54.09,21.94,76.39,7.38,26.23,84.58,126.51,new alluvial,okra
72.48,36.09,48.27,6.6,23.03,80.76,135.49,clay loam,okra
67.51,28.84,60.46,7.2,21.9,74.02,122.46,clay loam,okra
58.61,27.02,72.16,7.12,23.56,81.83,111.06,new alluvial,okra
71.03,31.86,67.8,7.05,23.99,81.79,151.32,new alluvial,okra
66.08,21.3,58.16,6.58,28.03,89.22,166.91,clay loam,okra
54.62,22.17,70.87,7.6,23.89,77.06,137.2,new alluvial,okra
61.83,28.42,66.08,6.59,27.51,80.34,152.83,silty clay,okra
69.02,37.31,51.08,6.82,26.66,74.49,167.31,new alluvial,okra
54.13,31.9,75.2,7.35,25.77,76.45,116.62,silty clay,okra
72.99,32.83,54.94,6.91,25.05,77.3,141.99,silty clay,okra
75.13,22.78,64.16,6.83,23.94,81.12,130.03,silty clay,okra
52.61,30.7,56.72,7.29,24.33,76.97,121.99,clay loam,okra
63.34,28.22,62.98,7.47,24.7,83.79,165.94,silty clay,okra
55.58,33.21,50.25,7.13,24.21,74.33,149.45,silty clay,okra
71.15,22.41,33.31,7.05,24.96,71.9,143.14,new alluvial,okra
50.64,32.54,61.92,6.72,26.64,71.3,144.88,new alluvial,okra
64.94,22.56,75.52,6.87,22.47,79.59,153.28,silty clay,okra
65.48,31.49,59.96,7.26,23.23,78.49,156.35,new alluvial,okra
74.17,30.05,65.24,7.08,25.59,85.23,155.22,new alluvial,okra
73.15,9.96,23.36,6.5,22.72,78.58,199.46,new alluvial,okra
70.68,30.3,66.45,7.0,24.95,79.45,105.24,silty clay,okra
72.58,31.53,53.43,6.51,23.34,91.74,123.61,silty clay,okra
55.76,20.72,57.09,6.56,21.98,82.43,102.88,clay loam,okra
50.89,26.86,41.91,7.0,24.16,69.13,115.66,clay loam,okra
57.6,31.9,68.09,6.3,23.05,69.33,138.57,new alluvial,okra
76.78,31.2,70.68,7.25,26.06,80.91,131.99,clay loam,okra
58.32,27.51,52.46,6.93,24.91,85.54,119.01,new alluvial,okra
53.73,26.64,57.87,6.93,25.82,72.98,128.49,new alluvial,okra
58.56,28.66,75.67,7.14,23.44,86.88,151.58,clay loam,okra
59.88,24.65,77.83,7.7,24.64,70.09,120.47,new alluvial,okra
78.82,26.99,57.51,6.79,25.55,80.39,135.18,clay loam,okra
65.3,23.54,70.06,7.2,24.43,72.26,135.5,clay loam,okra
73.59,33.58,65.51,7.17,25.49,75.62,122.2,clay loam,okra
54.62,25.16,48.79,7.55,23.62,78.4,111.4,new alluvial,okra
70.72,20.84,58.83,7.2,24.52,78.25,120.67,new alluvial,okra
64.05,23.77,52.19,7.13,23.6,69.16,148.2,clay loam,okra
65.95,36.06,49.05,7.0,22.89,68.62,115.06,silty clay,okra
65.29,28.1,73.38,7.07,25.6,76.93,162.11,clay loam,okra
77.61,23.63,66.25,7.34,25.36,75.36,154.2,clay loam,okra
78.46,35.94,69.87,7.28,21.81,73.43,177.01,new alluvial,okra
72.29,17.34,70.31,7.61,28.01,75.08,153.08,clay loam,okra
73.47,29.03,68.44,7.37,25.18,77.91,142.1,silty clay,okra
71.78,31.1,67.47,7.42,24.99,85.89,99.94,silty clay,okra
74.25,30.5,72.93,7.11,21.32,79.25,169.48,clay loam,okra
65.39,20.37,66.17,6.85,24.75,77.64,170.04,clay loam,okra
44.27,29.64,59.3,7.44,24.69,84.38,125.31,silty clay,okra
67.65,28.37,66.59,7.0,21.68,79.29,135.79,silty clay,okra
63.07,35.11,47.2,7.44,26.02,81.25,135.03,new alluvial,okra
65.15,26.52,67.25,6.66,24.16,77.99,144.1,clay loam,okra
62.17,31.82,60.79,6.72,23.06,78.67,105.94,silty clay,okra
52.57,29.91,79.22,7.07,25.68,72.73,139.95,clay loam,okra
58.03,30.97,39.96,6.45,24.61,89.49,101.46,silty clay,okra
64.13,25.42,79.58,6.76,22.22,78.68,132.46,new alluvial,okra
63.86,30.54,62.5,7.37,22.59,78.54,100.18,new alluvial,okra
80.84,28.35,59.2,6.34,22.91,82.17,160.84,silty clay,okra
68.03,30.7,61.11,7.04,22.52,74.6,126.34,new alluvial,okra
79.23,28.16,61.95,7.19,24.84,78.88,139.48,clay loam,okra
70.08,25.45,68.58,7.1,24.79,84.58,126.61,new alluvial,okra
86.35,30.86,63.56,7.09,22.64,81.71,160.17,new alluvial,okra
47.27,23.17,58.56,7.17,23.16,82.29,114.37,new alluvial,okra
64.12,29.18,57.04,7.43,25.33,77.01,138.75,silty clay,okra
60.49,24.48,73.4,6.92,24.46,78.68,114.39,silty clay,okra
42.76,29.43,48.29,6.35,23.4,83.4,136.41,new alluvial,okra
63.54,23.22,70.74,7.25,21.58,75.47,155.29,clay loam,okra
42.61,31.43,62.98,6.95,24.05,86.93,126.36,new alluvial,okra
61.07,24.53,70.24,7.3,23.68,80.91,130.56,silty clay,okra
70.65,32.27,71.13,7.91,24.36,76.98,158.68,silty clay,okra
50.22,20.71,68.67,6.96,25.18,81.43,125.52,sandy loam,okra
52.75,27.95,58.58,7.44,22.32,77.31,144.43,new alluvial,okra
82.34,14.99,50.68,7.74,22.51,85.63,118.91,silty clay,okra
60.56,25.22,53.49,7.51,24.08,73.17,141.68,silty clay,okra
73.19,23.82,72.06,7.14,21.9,70.9,140.71,new alluvial,okra
67.91,28.26,57.69,6.91,24.01,80.24,139.3,silty clay,okra
55.51,28.4,44.49,6.75,27.01,86.99,114.89,new alluvial,okra
54.43,24.04,58.21,6.93,24.25,78.16,140.0,silty clay,okra
81.87,28.31,66.66,7.12,22.19,72.78,105.18,silty clay,okra
82.3,24.94,64.65,6.89,24.36,75.83,127.83,silty clay,okra
48.34,27.47,71.13,7.26,24.13,80.3,135.26,new alluvial,okra
72.52,29.68,74.49,6.7,23.01,76.92,163.86,silty clay,okra
64.23,28.46,66.15,7.09,25.69,76.83,117.73,new alluvial,okra
51.88,29.54,57.4,7.42,23.55,69.93,124.13,new alluvial,okra
84.69,33.02,58.56,7.39,26.54,71.41,143.14,silty clay,okra
55.97,25.89,51.84,7.29,25.76,73.73,127.16,silty clay,okra
56.28,26.95,76.35,7.23,23.41,81.86,121.47,silty clay,okra
62.59,20.08,59.01,6.83,25.55,85.42,122.12,silty clay,okra
65.08,27.58,63.09,7.13,23.95,78.03,166.9,new alluvial,okra
58.02,22.56,67.95,7.13,25.06,76.63,137.52,silty clay,okra
74.28,24.06,60.45,7.47,22.76,75.08,110.17,silty clay,okra
60.19,26.5,59.09,6.6,23.6,69.07,140.75,new alluvial,okra
51.94,22.71,46.65,7.36,23.06,77.1,165.79,clay loam,okra
71.29,22.71,55.7,6.96,23.78,71.42,151.22,clay loam,okra
72.57,26.25,71.96,6.89,23.82,78.98,94.06,silty clay,okra
72.69,28.95,52.56,6.97,27.56,72.53,139.82,clay loam,okra
57.0,25.21,53.6,7.13,25.32,73.95,121.73,clay loam,okra
79.89,35.26,71.04,6.88,23.0,79.45,93.48,new alluvial,okra
64.87,26.03,72.73,7.6,25.56,88.46,160.51,clay loam,okra
69.19,28.31,80.31,7.55,23.06,78.99,140.99,clay loam,okra
84.77,35.1,71.86,7.43,23.55,78.88,149.42,new alluvial,okra
60.61,34.56,34.12,7.25,24.11,70.71,154.12,silty clay,okra
70.25,29.7,56.19,7.38,23.68,68.18,138.66,silty clay,okra
51.42,27.33,52.94,7.28,25.15,78.06,137.24,new alluvial,okra
76.03,31.89,65.49,7.1,24.82,87.56,157.92,new alluvial,okra
58.39,31.37,58.02,7.25,22.96,78.32,130.61,new alluvial,okra
72.97,28.34,63.81,7.02,25.09,87.57,126.79,new alluvial,okra
59.11,24.76,61.54,7.2,21.7,82.87,138.0,silty clay,okra
66.85,27.92,63.57,6.72,24.95,77.89,174.19,silty clay,okra
63.49,26.22,64.1,7.11,26.78,82.78,110.71,clay loam,okra
70.93,34.65,50.41,7.18,25.48,80.79,126.48,new alluvial,okra
78.43,33.59,67.53,7.25,26.16,81.88,159.48,new alluvial,okra
71.94,27.26,60.23,7.08,25.68,72.79,128.72,clay loam,okra
65.15,27.19,78.91,7.12,23.84,81.44,134.89,silty clay,okra
58.17,25.11,57.01,6.53,23.58,80.52,148.22,new alluvial,okra
89.76,25.92,69.58,6.73,25.73,72.32,136.39,silty clay,okra
71.94,25.66,70.55,7.08,22.39,69.93,106.3,new alluvial,okra
79.2,30.62,64.58,6.91,22.43,77.87,117.96,new alluvial,okra
59.4,22.68,65.75,7.06,25.26,78.82,143.95,clay loam,okra
65.88,29.41,67.17,6.73,24.65,89.26,121.36,clay loam,okra
69.4,26.94,59.61,6.93,20.99,73.05,130.39,silty clay,okra
86.02,32.86,78.42,7.23,22.67,69.03,116.68,new alluvial,okra
77.84,34.76,57.02,7.6,23.33,77.71,126.51,clay loam,okra
58.0,28.82,46.21,6.72,24.04,85.06,153.28,silty clay,okra
68.13,35.85,40.13,7.21,27.25,79.31,168.81,clay loam,okra
60.38,27.25,65.23,7.49,22.03,73.88,135.59,new alluvial,okra
54.9,23.88,56.12,7.45,23.21,78.09,125.88,clay loam,okra
61.5,24.11,70.87,7.03,26.46,69.64,99.16,clay loam,okra
69.62,24.97,61.9,6.47,22.67,81.86,133.38,silty clay,okra
64.38,27.46,58.21,7.03,24.48,77.94,142.57,clay loam,okra
74.25,27.22,60.1,6.73,24.37,74.17,116.5,new alluvial,okra
62.27,27.36,52.17,7.01,24.01,78.8,123.82,silty clay,okra
59.43,36.84,70.18,7.21,20.62,84.94,132.53,clay loam,okra
54.24,15.15,59.92,6.85,26.69,75.47,111.6,new alluvial,okra
68.91,30.48,56.84,7.44,21.04,77.02,102.54,new alluvial,okra
80.52,32.76,65.42,7.69,22.14,80.73,137.93,silty clay,okra
58.79,29.09,54.65,6.63,26.87,81.19,106.69,clay loam,okra
63.52,27.83,63.79,6.62,24.38,72.7,119.55,new alluvial,okra
65.37,21.25,52.83,7.47,23.8,75.86,144.28,clay loam,okra
48.48,21.88,73.42,7.48,23.55,59.81,121.97,peat,okra
81.71,19.85,56.74,7.25,23.37,79.27,149.1,clay loam,okra
71.31,24.15,70.65,7.49,23.48,72.53,138.15,clay loam,okra
55.87,32.09,67.72,7.35,20.39,72.81,153.16,clay loam,okra
58.48,37.91,57.93,7.26,19.09,79.09,126.11,clay loam,okra
57.8,27.31,63.35,7.52,20.67,83.98,141.53,new alluvial,okra
63.14,28.2,43.75,7.36,24.98,83.38,123.58,silty clay,okra
76.93,30.29,63.09,7.15,24.2,71.57,161.2,clay loam,okra
65.48,21.91,50.34,7.2,25.46,76.94,168.78,new alluvial,okra
52.06,23.26,68.91,7.18,25.07,74.18,135.76,silty clay,okra
71.95,29.32,45.64,7.44,25.1,80.09,137.42,clay loam,okra
58.9,31.09,61.94,6.96,25.05,78.99,163.23,silty clay,okra
46.46,24.57,55.87,6.75,24.43,76.0,154.63,silty clay,okra
63.09,22.52,56.7,6.94,23.24,80.82,162.58,clay loam,okra
65.71,22.86,31.68,7.49,25.12,80.51,123.66,silty clay,okra
42.06,30.13,68.36,7.47,23.23,71.02,139.21,clay loam,okra
58.49,11.74,55.79,6.73,22.84,71.17,133.8,silty clay,okra
48.56,26.1,64.05,7.52,25.84,76.1,162.71,silty clay,okra
44.44,30.9,52.0,7.15,23.55,72.48,144.6,clay loam,okra
89.2,27.01,72.11,7.48,23.94,72.13,132.14,clay loam,okra
70.03,21.52,53.61,7.16,24.55,83.02,121.94,new alluvial,okra
73.98,29.99,80.83,6.98,24.04,78.73,150.88,silty clay,okra
44.78,46.99,56.25,7.26,24.19,68.68,183.77,sandy loam,okra
59.86,28.03,58.28,6.56,23.33,87.53,121.53,new alluvial,okra
68.26,24.6,68.42,7.01,23.67,84.27,142.83,clay loam,okra
54.83,22.26,48.5,7.13,24.26,81.47,130.07,silty clay,okra
66.07,25.33,69.34,6.89,24.71,78.43,123.65,silty clay,okra
74.31,31.37,56.9,7.33,24.44,80.73,150.43,new alluvial,okra
46.23,30.75,65.65,6.83,22.05,74.26,105.83,silty clay,okra
79.76,30.49,66.08,6.85,24.14,74.78,128.75,clay loam,okra
55.39,28.47,54.96,6.63,23.79,85.59,106.63,new alluvial,okra
64.3,26.07,65.35,7.28,24.26,81.41,146.08,new alluvial,okra
40.82,47.52,62.18,7.42,20.35,93.79,63.29,new alluvial,okra
60.62,27.61,56.99,7.47,26.21,84.26,136.76,clay loam,okra
64.72,23.98,47.65,7.07,25.46,79.22,120.97,silty clay,okra
67.54,17.22,67.98,7.14,24.35,82.29,118.89,silty clay,okra
62.41,24.86,58.74,7.33,22.6,76.31,147.52,new alluvial,okra
73.79,32.29,64.17,6.91,23.62,70.9,138.42,clay loam,okra
62.65,24.0,89.13,7.36,23.08,75.17,126.48,silty clay,okra
53.37,17.29,65.59,6.77,26.47,71.72,155.28,new alluvial,okra
47.92,12.88,54.27,6.83,23.04,74.56,144.44,new alluvial,okra
52.79,25.42,51.12,6.75,22.2,76.36,133.53,silty clay,okra
69.2,28.25,67.57,7.3,22.6,86.45,111.66,peat,okra
57.55,37.29,62.62,7.09,24.55,77.26,163.22,new alluvial,okra
61.08,14.1,53.62,6.74,24.3,65.24,159.4,peat,okra
57.66,33.24,51.06,6.83,22.84,78.83,124.59,silty clay,okra
46.13,26.16,59.93,7.58,23.53,70.64,149.18,clay loam,okra
59.3,19.03,53.18,6.86,25.67,75.94,113.04,silty clay,okra
60.71,24.65,60.36,7.46,23.45,67.33,135.08,silty clay,okra
55.67,21.12,66.39,7.2,23.91,76.24,136.24,silty clay,okra
51.74,31.81,60.98,6.66,21.9,82.88,147.58,silty clay,okra
75.4,26.95,60.37,7.08,24.02,82.91,196.01,new alluvial,okra
63.42,36.13,61.59,7.18,24.46,75.74,125.69,new alluvial,okra
70.69,24.19,58.94,7.05,22.85,84.36,139.02,silty clay,okra
60.01,36.52,50.57,7.12,26.1,68.18,144.43,clay loam,okra
90.06,29.58,40.71,6.93,24.14,74.97,152.37,new alluvial,okra
58.68,25.12,67.05,6.83,26.92,74.99,142.09,silty clay,okra
54.84,26.54,73.25,7.37,24.26,79.11,114.23,silty clay,okra
64.24,18.43,63.27,6.95,26.16,83.27,127.19,silty clay,okra
65.77,24.44,54.67,7.05,20.86,72.41,144.11,silty clay,okra
56.71,33.29,46.11,7.56,25.9,79.82,137.48,clay loam,okra
56.93,28.94,62.65,6.96,21.13,74.78,151.36,clay loam,okra
67.54,26.02,65.82,6.56,21.43,74.48,149.06,silty clay,okra
